NumDealsPurchases,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,Cluster
0.3505357358333494,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.684864403299239,3.825750075000148,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,5
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,3.566201257787191,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,7
0.8682358053996437,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,3.5198326035319103,-0.2794815423200416,-0.4175760384638463,4
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,3.566201257787191,-0.2841044199080856,-0.2794815423200416,2.3947734254071187,2
1.3859358749659378,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
0.3505357358333494,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
1.3859358749659378,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
0.3505357358333494,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
0.8682358053996437,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.684864403299239,-0.2613866510869666,8.575157918856847,-0.2804104221029002,3.5198326035319103,3.578053819578804,-0.4175760384638463,1
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
0.8682358053996437,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,3.566201257787191,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,7
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
0.8682358053996437,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
6.56293657062888,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
0.8682358053996437,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
0.3505357358333494,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,3.5198326035319103,-0.2794815423200416,-0.4175760384638463,4
-0.684864403299239,3.825750075000148,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,3.578053819578804,2.3947734254071187,3
0.8682358053996437,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,3.5198326035319103,-0.2794815423200416,-0.4175760384638463,4
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,3.566201257787191,-0.2841044199080856,-0.2794815423200416,2.3947734254071187,2
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
0.8682358053996437,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,2.3947734254071187,6
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,2.3947734254071187,6
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,3.566201257787191,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,7
-0.684864403299239,3.825750075000148,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,3.578053819578804,-0.4175760384638463,3
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,3.566201257787191,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,7
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,3.578053819578804,2.3947734254071187,3
-0.684864403299239,3.825750075000148,-0.1166159281802835,3.566201257787191,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,2
0.3505357358333494,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,2.3947734254071187,6
-1.2025644728655331,3.825750075000148,-0.1166159281802835,3.566201257787191,-0.2841044199080856,3.578053819578804,2.3947734254071187,8
3.974436222797409,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,2.3947734254071187,6
0.3505357358333494,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,3.5198326035319103,-0.2794815423200416,-0.4175760384638463,4
0.3505357358333494,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
0.8682358053996437,-0.2613866510869666,-0.1166159281802835,3.566201257787191,-0.2841044199080856,-0.2794815423200416,2.3947734254071187,2
2.9390360836648206,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
0.3505357358333494,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
0.8682358053996437,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,3.5198326035319103,-0.2794815423200416,-0.4175760384638463,4
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,3.566201257787191,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,7
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-1.2025644728655331,3.825750075000148,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,5
1.3859358749659378,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,3.578053819578804,2.3947734254071187,3
-0.1671643337329447,-0.2613866510869666,8.575157918856847,-0.2804104221029002,3.5198326035319103,-0.2794815423200416,2.3947734254071187,9
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,3.5198326035319103,-0.2794815423200416,2.3947734254071187,5
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.684864403299239,3.825750075000148,-0.1166159281802835,3.566201257787191,-0.2841044199080856,3.578053819578804,2.3947734254071187,8
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
1.3859358749659378,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,3.5198326035319103,-0.2794815423200416,-0.4175760384638463,4
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,3.578053819578804,2.3947734254071187,3
0.8682358053996437,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-1.2025644728655331,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-1.2025644728655331,3.825750075000148,-0.1166159281802835,-0.2804104221029002,3.5198326035319103,3.578053819578804,2.3947734254071187,1
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
1.3859358749659378,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,3.5198326035319103,-0.2794815423200416,-0.4175760384638463,4
1.3859358749659378,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
1.903635944532232,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,3.5198326035319103,3.578053819578804,-0.4175760384638463,9
-0.684864403299239,3.825750075000148,8.575157918856847,3.566201257787191,-0.2841044199080856,3.578053819578804,2.3947734254071187,8
2.421336014098526,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
0.3505357358333494,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
1.3859358749659378,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
0.3505357358333494,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
0.3505357358333494,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
0.8682358053996437,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
0.3505357358333494,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,3.578053819578804,-0.4175760384638463,5
0.8682358053996437,-0.2613866510869666,-0.1166159281802835,3.566201257787191,-0.2841044199080856,-0.2794815423200416,2.3947734254071187,2
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
1.903635944532232,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-1.2025644728655331,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,3.566201257787191,-0.2841044199080856,-0.2794815423200416,2.3947734254071187,2
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
1.3859358749659378,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,2.3947734254071187,6
0.3505357358333494,3.825750075000148,-0.1166159281802835,-0.2804104221029002,3.5198326035319103,-0.2794815423200416,-0.4175760384638463,9
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.684864403299239,3.825750075000148,-0.1166159281802835,-0.2804104221029002,3.5198326035319103,3.578053819578804,2.3947734254071187,1
-0.1671643337329447,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
0.3505357358333494,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,2.3947734254071187,6
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,3.5198326035319103,-0.2794815423200416,-0.4175760384638463,4
0.3505357358333494,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
4.492136292363703,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,3.5198326035319103,-0.2794815423200416,2.3947734254071187,4
-0.684864403299239,-0.2613866510869666,-0.1166159281802835,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.4175760384638463,0
